Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Event_id,Species,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2015,Jan-Jun 2015,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,7570,Animal,1132,124,0,1114,-
2015,Jan-Jun 2015,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,2500,Animal,1400,1100,0,1400,-
2015,Jan-Jun 2015,Africa,Nigeria,"Ogun","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Ogun","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,42946,Animal,2738,36788,0,2738,-
2015,Jan-Jun 2015,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,3,Animal,2,1,0,1,0
2015,Jan-Jun 2015,Africa,Nigeria,"Osun","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Osun","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,30,Animal,3,0,0,1,-
2015,Jan-Jun 2015,Africa,Nigeria,"Oyo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Oyo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,15000,Animal,10000,0,0,10000,-
2015,Jan-Jun 2015,Africa,Nigeria,"Oyo","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Oyo","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,0,-
2015,Jan-Jun 2015,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,117,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,384465,Animal,23584,343749,0,23574,-
2015,Jan-Jun 2015,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,5250,Animal,1737,1988,0,1737,-
2015,Jul-Dec 2015,Africa,Nigeria,"Abia","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Abia","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,6569,Animal,2518,4032,0,2518,-
2015,Jul-Dec 2015,Africa,Nigeria,"Adamawa","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Adamawa","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,3,Animal,3,3,0,0,0
2015,Jul-Dec 2015,Africa,Nigeria,"Anambra","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Anambra","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,4000,Animal,1000,0,0,1000,-
2015,Jul-Dec 2015,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,22800,Animal,1800,21000,0,1800,-
2015,Jul-Dec 2015,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,343238,Animal,8373,335105,0,8099,-
2015,Jul-Dec 2015,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,11650,Animal,1830,9820,0,1830,-
2015,Jul-Dec 2015,Africa,Nigeria,"Enugu","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Enugu","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,123230,Animal,26629,95449,0,26167,-
2015,Jul-Dec 2015,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,800,Animal,400,0,0,400,-
2015,Jul-Dec 2015,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,1000,Animal,370,0,0,350,-
2015,Jul-Dec 2015,Africa,Nigeria,"Jigawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Jigawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,4000,Animal,1000,3000,0,1000,-
2015,Jul-Dec 2015,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,7500,Animal,1500,6000,0,1500,-
2015,Jul-Dec 2015,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,15586,Animal,512,15074,0,512,-
2015,Jul-Dec 2015,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,17,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,71467,Animal,11606,55964,0,11606,-
2015,Jul-Dec 2015,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,10000,Animal,1700,8300,0,1700,-
2015,Jul-Dec 2015,Africa,Nigeria,"Ogun","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Ogun","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,2795,Animal,100,2695,0,100,-
2015,Jul-Dec 2015,Africa,Nigeria,"Osun","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Osun","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,50,Animal,10,0,0,1,-
2015,Jul-Dec 2015,Africa,Nigeria,"Oyo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Oyo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,14155,Animal,6477,7643,0,6477,-
2015,Jul-Dec 2015,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,36,-,-,-,-,-,-,-
2015,Jul-Dec 2015,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,100428,Animal,17760,64168,0,17760,-
2016,Jan-Jun 2016,Africa,Nigeria,"Adamawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Adamawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,28900,Animal,3380,25520,0,3380,-
2016,Jan-Jun 2016,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,76411,Animal,4283,72128,0,4283,-
2016,Jan-Jun 2016,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,3000,Animal,850,2150,0,850,-
2016,Jan-Jun 2016,Africa,Nigeria,"Benue","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Benue","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,350,Animal,148,202,0,148,-
2016,Jan-Jun 2016,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,1609,Animal,402,1207,0,402,-
2016,Jan-Jun 2016,Africa,Nigeria,"Ebonyi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Ebonyi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,2200,Animal,270,1930,0,270,-
2016,Jan-Jun 2016,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,7,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,36600,Animal,4134,32466,0,4134,-
2016,Jan-Jun 2016,Africa,Nigeria,"Enugu","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Enugu","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,5000,Animal,2385,2615,0,2385,-
2016,Jan-Jun 2016,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,15,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,377199,Animal,59797,317402,0,59797,-
2016,Jan-Jun 2016,Africa,Nigeria,"Jigawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Jigawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,8105,Animal,1550,6555,0,1550,-
2016,Jan-Jun 2016,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,12,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,144730,Animal,17156,127574,0,17156,-
2016,Jan-Jun 2016,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,91,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,472888,Animal,8226,464211,0,8226,-
2016,Jan-Jun 2016,Africa,Nigeria,"Katsina","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Katsina","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,114506,Animal,3358,110948,0,3358,-
2016,Jan-Jun 2016,Africa,Nigeria,"Kebbi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Kebbi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,1500,Animal,600,900,0,600,-
2016,Jan-Jun 2016,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,4000,Animal,1355,2645,0,1355,-
2016,Jan-Jun 2016,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,10500,Animal,1635,8865,0,1635,-
2016,Jan-Jun 2016,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,55,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,220151,Animal,11960,208191,0,11960,-
2016,Jan-Jun 2016,Africa,Nigeria,"Sokoto","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Sokoto","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,12000,Animal,2270,9730,0,2270,-
2016,Jan-Jun 2016,Africa,Nigeria,"Zamfara","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2016,Jan-Jun 2016,Africa,Nigeria,"Zamfara","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,38398,Animal,3948,34450,0,3948,-
2016,Jul-Dec 2016,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2016,Jul-Dec 2016,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,10214,Animal,378,940,0,378,-
2016,Jul-Dec 2016,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jul-Dec 2016,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,100,Animal,90,10,0,90,-
2016,Jul-Dec 2016,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jul-Dec 2016,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,100000,Animal,10000,90000,0,10000,-
2016,Jul-Dec 2016,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1;H5N8",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jul-Dec 2016,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1;H5N8",Domestic,-,"Birds",-,-,431,Animal,33,398,0,33,-
2016,Jul-Dec 2016,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N8",Domestic,-,"Birds",-,-,-,Animal,-,-,-,-,-
2016,Jul-Dec 2016,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jul-Dec 2016,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,250,Animal,55,195,0,55,-
2016,Jul-Dec 2016,Africa,Nigeria,"Oyo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jul-Dec 2016,Africa,Nigeria,"Oyo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,1647,Animal,886,0,0,886,-
2016,Jul-Dec 2016,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2016,Jul-Dec 2016,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,4800,Animal,1404,3396,0,1404,-
2016,Jul-Dec 2016,Africa,Nigeria,"Sokoto","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2016,Jul-Dec 2016,Africa,Nigeria,"Sokoto","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,5,Animal,1,0,0,1,0
2017,Jan-Jun 2017,Africa,Nigeria,"Adamawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Adamawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,200,Animal,50,150,0,50,-
2017,Jan-Jun 2017,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,12,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,66665,Animal,13652,53013,0,13652,-
2017,Jan-Jun 2017,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,8100,Animal,10,0,0,10,-
2017,Jan-Jun 2017,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,130000,Animal,265,129735,0,265,-
2017,Jan-Jun 2017,Africa,Nigeria,"Gombe","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Gombe","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,23,Animal,1,0,0,0,-
2017,Jan-Jun 2017,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,19700,Animal,2947,16753,0,2947,-
2017,Jan-Jun 2017,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Cattle",-,-,35,Animal,2,0,1,1,0
2017,Jan-Jun 2017,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,3000
2017,Jan-Jun 2017,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,13000,Animal,800,1200,0,800,-
2017,Jan-Jun 2017,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N8",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N8",Domestic,-,"Birds",-,-,4,Animal,4,0,0,0,-
2017,Jan-Jun 2017,Africa,Nigeria,"Katsina","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Katsina","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,3198,Animal,320,2878,0,320,-
2017,Jan-Jun 2017,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,3200,Animal,9,3191,0,9,-
2017,Jan-Jun 2017,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,21,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,70917,Animal,1497,67949,1490,1167,-
2017,Jan-Jun 2017,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jan-Jun 2017,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,0
2017,Jan-Jun 2017,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,-,Animal,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,-,Animal,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,55,Animal,4,1,0,3,0
2017,Jul-Dec 2017,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,0
2017,Jul-Dec 2017,Africa,Nigeria,"Gombe","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Gombe","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,23,Animal,1,0,0,0,-
2017,Jul-Dec 2017,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,49,Animal,5,3,0,2,0
2017,Jul-Dec 2017,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,25,Animal,2,2,0,0,0
2017,Jul-Dec 2017,Africa,Nigeria,"Kwara","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Kwara","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,32,Animal,1,0,0,1,0
